musicId,frameTime,Arousal(mean),Valence(mean)
537,43.0,0.536367,0.284509
537,43.5,0.536342,0.284305
537,44.0,0.537135,0.290159
537,44.5,0.542686,0.288963
540,15.0,0.417016,0.455654
540,15.5,0.413322,0.45743
540,16.0,0.396536,0.455491
540,16.5,0.406627,0.457213
540,17.0,0.405355,0.456623
540,17.5,0.412756,0.455514
540,18.0,0.390494,0.455756
540,18.5,0.375043,0.456172
540,19.0,0.370059,0.456078
540,19.5,0.370866,0.457114
540,20.0,0.371241,0.45763
540,20.5,0.364176,0.459458
540,21.0,0.367527,0.457101
540,21.5,0.377252,0.454502
540,22.0,0.379823,0.453439
540,22.5,0.379365,0.45433
540,23.0,0.381928,0.45375
540,23.5,0.382508,0.452549
540,24.0,0.386776,0.452738
540,24.5,0.391346,0.452867
540,25.0,0.393887,0.44598
540,25.5,0.400263,0.444394
540,26.0,0.404233,0.441777
540,26.5,0.415699,0.438182
540,27.0,0.414801,0.433158
540,27.5,0.410101,0.430594
540,28.0,0.403009,0.438372
540,28.5,0.397442,0.43151
540,29.0,0.397834,0.424282
540,29.5,0.39922,0.425825
540,30.0,0.404764,0.42348
540,30.5,0.404946,0.421426
540,31.0,0.401917,0.421521
540,31.5,0.406333,0.418029
540,32.0,0.403644,0.411006
540,32.5,0.402505,0.407046
540,33.0,0.40112,0.402777
540,33.5,0.406728,0.400421
540,34.0,0.405654,0.400745
540,34.5,0.399608,0.401873
540,35.0,0.385686,0.401439
540,35.5,0.386137,0.404375
540,36.0,0.388076,0.407068
540,36.5,0.381863,0.408085
540,37.0,0.38368,0.413306
540,37.5,0.377742,0.412523
540,38.0,0.372662,0.411615
540,38.5,0.373664,0.416784
540,39.0,0.375948,0.41737
540,39.5,0.378833,0.421284
540,40.0,0.383233,0.424211
540,40.5,0.392116,0.428791
540,41.0,0.387896,0.429345
540,41.5,0.382973,0.4322
540,42.0,0.383649,0.436744
540,42.5,0.38425,0.438288
540,43.0,0.38242,0.440372
540,43.5,0.384013,0.443186
540,44.0,0.386005,0.443472
540,44.5,0.386264,0.447509
544,15.0,0.536929,0.460002
544,15.5,0.536956,0.465884
544,16.0,0.536956,0.501712
544,16.5,0.536973,0.448933
544,17.0,0.537175,0.475525
544,17.5,0.53761,0.442374
544,18.0,0.537826,0.444495
544,18.5,0.537826,0.445652
544,19.0,0.538238,0.446468
544,19.5,0.537482,0.446522
544,20.0,0.538349,0.446273
544,20.5,0.537783,0.44587
544,21.0,0.537728,0.44518
544,21.5,0.537174,0.444565
544,22.0,0.537214,0.445217
544,22.5,0.537174,0.445199
544,23.0,0.537151,0.445
544,23.5,0.536546,0.445
544,24.0,0.535218,0.444756
544,24.5,0.535218,0.440989
544,25.0,0.534988,0.450058
544,25.5,0.534565,0.442949
544,26.0,0.534565,0.443478
544,26.5,0.534565,0.443616
544,27.0,0.534565,0.439851
544,27.5,0.534565,0.442882
544,28.0,0.534565,0.446942
544,28.5,0.534565,0.446511
544,29.0,0.534319,0.446521
544,29.5,0.533153,0.446726
544,30.0,0.533043,0.447161
544,30.5,0.53352,0.445578
544,31.0,0.535904,0.444347
544,31.5,0.538511,0.446521
544,32.0,0.539565,0.446738
544,32.5,0.539724,0.446454
544,33.0,0.539783,0.444963
544,33.5,0.539783,0.445444
544,34.0,0.539783,0.445057
544,34.5,0.539569,0.447152
544,35.0,0.539565,0.445367
544,35.5,0.539565,0.445009
544,36.0,0.539783,0.445434
544,36.5,0.538981,0.445482
544,37.0,0.538672,0.445406
544,37.5,0.538696,0.446421
544,38.0,0.539022,0.44704
544,38.5,0.538878,0.448004
544,39.0,0.538821,0.448792
544,39.5,0.53949,0.449042
544,40.0,0.538891,0.449426
544,40.5,0.537556,0.451804
544,41.0,0.536535,0.452777
544,41.5,0.535111,0.453043
544,42.0,0.535218,0.453043
544,42.5,0.535435,0.453043
544,43.0,0.53479,0.452819
544,43.5,0.534442,0.452954
544,44.0,0.534107,0.452608
544,44.5,0.53141,0.453132
547,15.0,0.365828,0.459502
547,15.5,0.36654,0.459215
547,16.0,0.369151,0.417972
547,16.5,0.373121,0.451325
547,17.0,0.370783,0.454867
547,17.5,0.369693,0.454076
547,18.0,0.367025,0.454376
547,18.5,0.370555,0.50668
547,19.0,0.370807,0.506389
547,19.5,0.375589,0.505441
547,20.0,0.377098,0.50403
547,20.5,0.377457,0.503997
547,21.0,0.381964,0.50283
547,21.5,0.383348,0.501606
547,22.0,0.3854,0.501606
547,22.5,0.388698,0.501606
547,23.0,0.388423,0.501606
547,23.5,0.391547,0.501606
547,24.0,0.389901,0.501147
547,24.5,0.392242,0.503486
547,25.0,0.389487,0.503089
547,25.5,0.391638,0.502475
547,26.0,0.39068,0.502475
547,26.5,0.39349,0.502138
547,27.0,0.396917,0.502475
547,27.5,0.400425,0.502142
547,28.0,0.402101,0.500789
547,28.5,0.400721,0.501061
547,29.0,0.401409,0.500206
547,29.5,0.400049,0.498997
547,30.0,0.402198,0.498372
547,30.5,0.40123,0.498127
547,31.0,0.39986,0.497359
547,31.5,0.401716,0.494935
547,32.0,0.399624,0.49468
547,32.5,0.401389,0.500551
547,33.0,0.40033,0.502447
547,33.5,0.400254,0.502447
547,34.0,0.402626,0.502258
547,34.5,0.398663,0.504066
547,35.0,0.403329,0.505272
547,35.5,0.401313,0.505272
547,36.0,0.404697,0.50501
547,36.5,0.402611,0.504185
547,37.0,0.403878,0.504185
547,37.5,0.401936,0.503495
547,38.0,0.403687,0.502664
547,38.5,0.402918,0.502664
547,39.0,0.40312,0.503178
547,39.5,0.402836,0.50549
547,40.0,0.39948,0.50549
547,40.5,0.401397,0.505112
547,41.0,0.397973,0.504434
547,41.5,0.396543,0.501652
547,42.0,0.393266,0.502326
547,42.5,0.39005,0.502012
547,43.0,0.392706,0.501892
547,43.5,0.389742,0.500953
547,44.0,0.393011,0.501396
547,44.5,0.392574,0.505599
550,15.0,0.468734,0.592454
550,15.5,0.468867,0.593107
550,16.0,0.469657,0.595063
550,16.5,0.467693,0.595063
550,17.0,0.467253,0.595063
550,17.5,0.466392,0.595063
550,18.0,0.466933,0.595063
550,18.5,0.467193,0.595063
550,19.0,0.466566,0.595138
550,19.5,0.466358,0.595933
550,20.0,0.468593,0.595933
550,20.5,0.469947,0.595933
550,21.0,0.469225,0.595945
550,21.5,0.469991,0.597246
550,22.0,0.471891,0.598542
550,22.5,0.475026,0.600294
550,23.0,0.476327,0.600395
550,23.5,0.476541,0.600064
550,24.0,0.475799,0.60199
550,24.5,0.475945,0.603407
550,25.0,0.475945,0.586963
550,25.5,0.476739,0.578356
550,26.0,0.478924,0.578303
550,26.5,0.483633,0.588759
550,27.0,0.483242,0.588759
550,27.5,0.484944,0.588759
550,28.0,0.483004,0.588759
550,28.5,0.484802,0.588759
550,29.0,0.486279,0.590063
550,29.5,0.486427,0.590398
550,30.0,0.484117,0.592455
550,30.5,0.480934,0.592455
550,31.0,0.476405,0.592455
550,31.5,0.473495,0.592455
550,32.0,0.475621,0.592455
550,32.5,0.476577,0.592455
550,33.0,0.482587,0.593325
550,33.5,0.4841,0.593698
550,34.0,0.483648,0.595681
550,34.5,0.483505,0.598572
550,35.0,0.486731,0.600086
550,35.5,0.483106,0.60054
550,36.0,0.480465,0.585597
550,36.5,0.480975,0.605439
550,37.0,0.479743,0.609345
550,37.5,0.486221,0.60341
550,38.0,0.487701,0.602987
550,38.5,0.484364,0.60289
550,39.0,0.48385,0.605273
550,39.5,0.483052,0.604217
550,40.0,0.483865,0.603594
550,40.5,0.483677,0.604977
550,41.0,0.482749,0.607683
550,41.5,0.482519,0.609454
550,42.0,0.483115,0.613139
550,42.5,0.482872,0.614294
550,43.0,0.482898,0.614162
550,43.5,0.482884,0.613746
550,44.0,0.483509,0.61496
550,44.5,0.483767,0.620067
551,15.0,0.360209,0.411304
551,15.5,0.358762,0.411304
551,16.0,0.36202,0.411304
551,16.5,0.364693,0.411304
551,17.0,0.36487,0.411304
551,17.5,0.368371,0.411087
551,18.0,0.366994,0.411548
551,18.5,0.367325,0.411926
551,19.0,0.365697,0.410499
551,19.5,0.360511,0.409331
551,20.0,0.361903,0.409347
551,20.5,0.359976,0.409556
551,21.0,0.355873,0.409565
551,21.5,0.357038,0.410571
551,22.0,0.363918,0.411087
551,22.5,0.360956,0.411087
551,23.0,0.362276,0.41161
551,23.5,0.358255,0.411467
551,24.0,0.354782,0.411058
551,24.5,0.350519,0.409348
551,25.0,0.357061,0.409348
551,25.5,0.362017,0.409203
551,26.0,0.362866,0.408674
551,26.5,0.365217,0.409587
551,27.0,0.366256,0.409782
551,27.5,0.365406,0.409782
551,28.0,0.366417,0.409858
551,28.5,0.365803,0.409363
551,29.0,0.363943,0.409079
551,29.5,0.363168,0.408664
551,30.0,0.367022,0.408105
551,30.5,0.369856,0.408338
551,31.0,0.370891,0.406741
551,31.5,0.371702,0.407614
551,32.0,0.372348,0.409757
551,32.5,0.37504,0.41192
551,33.0,0.374808,0.413802
551,33.5,0.376599,0.424748
551,34.0,0.368454,0.435435
551,34.5,0.367462,0.437108
551,35.0,0.366975,0.435746
551,35.5,0.359036,0.441986
551,36.0,0.35753,0.437823
551,36.5,0.352994,0.439782
551,37.0,0.356179,0.441304
551,37.5,0.355544,0.441852
551,38.0,0.355854,0.442162
551,38.5,0.361935,0.442608
551,39.0,0.36216,0.442799
551,39.5,0.360721,0.443838
551,40.0,0.362139,0.444347
551,40.5,0.360694,0.444664
551,41.0,0.356959,0.448399
551,41.5,0.35203,0.449006
551,42.0,0.352041,0.442138
551,42.5,0.356204,0.44266
551,43.0,0.357513,0.443929
551,43.5,0.3562,0.438914
551,44.0,0.36151,0.439465
551,44.5,0.362389,0.437291
554,15.0,0.250858,0.556765
554,15.5,0.250459,0.55085
554,16.0,0.248537,0.546613
554,16.5,0.24952,0.547347
554,17.0,0.249559,0.547347
554,17.5,0.248708,0.547347
554,18.0,0.247459,0.547747
554,18.5,0.240485,0.531504
554,19.0,0.23373,0.511137
554,19.5,0.231481,0.51039
554,20.0,0.228322,0.513837
554,20.5,0.226713,0.516477
554,21.0,0.226713,0.509924
554,21.5,0.226713,0.501821
554,22.0,0.225452,0.500349
554,22.5,0.224756,0.503315
554,23.0,0.223452,0.506912
554,23.5,0.223452,0.508119
554,24.0,0.223452,0.508384
554,24.5,0.222751,0.508995
554,25.0,0.225259,0.50952
554,25.5,0.22505,0.50952
554,26.0,0.224851,0.509758
554,26.5,0.223955,0.519093
554,27.0,0.222964,0.526076
554,27.5,0.222189,0.528036
554,28.0,0.221635,0.531912
554,28.5,0.22086,0.531912
554,29.0,0.220191,0.531912
554,29.5,0.220191,0.531921
554,30.0,0.219747,0.532866
554,30.5,0.218569,0.532999
554,31.0,0.218452,0.533216
554,31.5,0.218452,0.533651
554,32.0,0.218761,0.533651
554,32.5,0.219039,0.533651
554,33.0,0.219986,0.534105
554,33.5,0.218425,0.537371
554,34.0,0.214952,0.537568
554,34.5,0.213452,0.537129
554,35.0,0.213452,0.537129
554,35.5,0.213452,0.535636
554,36.0,0.213452,0.532466
554,36.5,0.213633,0.538246
554,37.0,0.214071,0.540641
554,37.5,0.214321,0.532176
554,38.0,0.214321,0.535077
554,38.5,0.214321,0.533071
554,39.0,0.214321,0.524327
554,39.5,0.214321,0.526043
554,40.0,0.214321,0.526043
554,40.5,0.214321,0.52629
554,41.0,0.214321,0.525964
554,41.5,0.214321,0.527999
554,42.0,0.214321,0.527999
554,42.5,0.209325,0.527999
554,43.0,0.205452,0.537825
554,43.5,0.203342,0.534936
554,44.0,0.199538,0.534086
554,44.5,0.197365,0.529739
555,15.0,0.612176,0.555241
555,15.5,0.61066,0.555264
555,16.0,0.609547,0.554992
555,16.5,0.605656,0.55356
555,17.0,0.607175,0.550992
555,17.5,0.606493,0.548817
555,18.0,0.606455,0.549555
555,18.5,0.60622,0.549902
555,19.0,0.604447,0.549782
555,19.5,0.602177,0.548426
555,20.0,0.599567,0.546261
555,20.5,0.599803,0.544378
555,21.0,0.597078,0.544223
555,21.5,0.595834,0.543306
555,22.0,0.594758,0.543069
555,22.5,0.5932,0.543841
555,23.0,0.587997,0.545058
555,23.5,0.58787,0.543945
555,24.0,0.595234,0.541695
555,24.5,0.598959,0.544652
555,25.0,0.59991,0.542924
555,25.5,0.601051,0.541841
555,26.0,0.60026,0.541219
555,26.5,0.599685,0.542351
555,27.0,0.59318,0.541822
555,27.5,0.588749,0.538843
555,28.0,0.58904,0.537879
555,28.5,0.598135,0.538953
555,29.0,0.601857,0.538504
555,29.5,0.602298,0.537017
555,30.0,0.60245,0.535168
555,30.5,0.601087,0.535376
555,31.0,0.600384,0.534772
555,31.5,0.598865,0.535662
555,32.0,0.595264,0.53683
555,32.5,0.593053,0.53704
555,33.0,0.594858,0.536078
555,33.5,0.596619,0.537219
555,34.0,0.596326,0.538978
555,34.5,0.596493,0.541477
555,35.0,0.590879,0.53851
555,35.5,0.586039,0.534047
555,36.0,0.582502,0.532945
555,36.5,0.586996,0.532145
555,37.0,0.587791,0.530635
555,37.5,0.59,0.530618
555,38.0,0.591139,0.531521
555,38.5,0.591911,0.53145
555,39.0,0.590374,0.529881
555,39.5,0.589218,0.525927
555,40.0,0.589,0.52347
555,40.5,0.586701,0.520814
555,41.0,0.582258,0.520449
555,41.5,0.57513,0.524439
555,42.0,0.573042,0.527202
555,42.5,0.579822,0.529251
555,43.0,0.589976,0.531246
555,43.5,0.596984,0.532774
555,44.0,0.59948,0.519623
555,44.5,0.604168,0.511785
556,15.0,0.598866,0.675653
556,15.5,0.587363,0.679988
556,16.0,0.583651,0.678578
556,16.5,0.586954,0.678126
556,17.0,0.582189,0.679908
556,17.5,0.565078,0.676843
556,18.0,0.546382,0.673584
556,18.5,0.561967,0.662331
556,19.0,0.56686,0.668146
556,19.5,0.568428,0.676203
556,20.0,0.569375,0.67358
556,20.5,0.564441,0.669315
556,21.0,0.575527,0.678996
556,21.5,0.572128,0.699117
556,22.0,0.57034,0.701091
556,22.5,0.575878,0.71063
556,23.0,0.576615,0.716713
556,23.5,0.572476,0.703482
556,24.0,0.5737,0.710515
556,24.5,0.569804,0.715175
556,25.0,0.575535,0.705326
556,25.5,0.581557,0.703966
556,26.0,0.570666,0.711614
556,26.5,0.5703,0.717741
556,27.0,0.564772,0.709726
556,27.5,0.566893,0.716149
556,28.0,0.576324,0.718633
556,28.5,0.572541,0.712329
556,29.0,0.56763,0.717868
556,29.5,0.557655,0.717055
556,30.0,0.560381,0.715707
556,30.5,0.562618,0.716993
556,31.0,0.568636,0.703373
556,31.5,0.581817,0.687597
556,32.0,0.578944,0.709666
556,32.5,0.579612,0.704967
556,33.0,0.583372,0.717673
556,33.5,0.581081,0.710819
556,34.0,0.578901,0.704331
556,34.5,0.568975,0.713911
556,35.0,0.568392,0.715203
556,35.5,0.570777,0.704962
556,36.0,0.576259,0.710286
556,36.5,0.562959,0.706762
556,37.0,0.554847,0.710669
556,37.5,0.57444,0.714942
556,38.0,0.553752,0.710016
556,38.5,0.561648,0.709363
556,39.0,0.570904,0.712663
556,39.5,0.578769,0.710131
556,40.0,0.574816,0.711794
556,40.5,0.567384,0.710784
556,41.0,0.559703,0.706053
556,41.5,0.564262,0.70573
556,42.0,0.568289,0.709488
556,42.5,0.591171,0.709161
556,43.0,0.611459,0.716164
556,43.5,0.613779,0.724125
556,44.0,0.621366,0.73152
556,44.5,0.622503,0.735629
558,15.0,0.194481,0.376818
558,15.5,0.194481,0.374933
558,16.0,0.194481,0.374715
558,16.5,0.194481,0.374498
558,17.0,0.194481,0.37355
558,17.5,0.194605,0.367683
558,18.0,0.194698,0.354824
558,18.5,0.194698,0.349375
558,19.0,0.194698,0.354735
558,19.5,0.194543,0.3561
558,20.0,0.194481,0.343856
558,20.5,0.194295,0.340891
558,21.0,0.193576,0.336816
558,21.5,0.193512,0.334884
558,22.0,0.192574,0.332929
558,22.5,0.191907,0.329028
558,23.0,0.191023,0.328608
558,23.5,0.19035,0.328393
558,24.0,0.18894,0.328391
558,24.5,0.18541,0.328391
558,25.0,0.18475,0.328391
558,25.5,0.187354,0.328391
558,26.0,0.188176,0.328768
558,26.5,0.188592,0.328826
558,27.0,0.189445,0.329594
558,27.5,0.194935,0.33006
558,28.0,0.202111,0.331323
558,28.5,0.203983,0.332225
558,29.0,0.204263,0.333391
558,29.5,0.202753,0.333391
558,30.0,0.201047,0.332983
558,30.5,0.197492,0.332751
558,31.0,0.196221,0.332304
558,31.5,0.192623,0.332101
558,32.0,0.187742,0.332086
558,32.5,0.187742,0.332645
558,33.0,0.187742,0.333794
558,33.5,0.187742,0.333608
558,34.0,0.188177,0.333608
558,34.5,0.188177,0.333608
558,35.0,0.187794,0.333608
558,35.5,0.187742,0.333712
558,36.0,0.187742,0.33426
558,36.5,0.187355,0.333628
558,37.0,0.187115,0.332039
558,37.5,0.186318,0.327627
558,38.0,0.185818,0.32531
558,38.5,0.185785,0.325129
558,39.0,0.185423,0.325129
558,39.5,0.184595,0.325129
558,40.0,0.184481,0.325129
558,40.5,0.184304,0.325129
558,41.0,0.183474,0.322956
558,41.5,0.183177,0.322777
558,42.0,0.182269,0.321869
558,42.5,0.18209,0.32013
558,43.0,0.183088,0.32013
558,43.5,0.182788,0.32013
558,44.0,0.181654,0.32013
558,44.5,0.181654,0.318825
560,15.0,0.406674,0.507135
560,15.5,0.411538,0.507135
560,16.0,0.415492,0.507135
560,16.5,0.419334,0.508262
560,17.0,0.423514,0.494815
560,17.5,0.420326,0.494094
560,18.0,0.421721,0.495136
560,18.5,0.423235,0.497687
560,19.0,0.423484,0.496318
560,19.5,0.406883,0.496257
560,20.0,0.387336,0.501419
560,20.5,0.386234,0.507736
560,21.0,0.386878,0.50678
560,21.5,0.386348,0.506256
560,22.0,0.38633,0.506256
560,22.5,0.385666,0.506256
560,23.0,0.386046,0.506256
560,23.5,0.38735,0.510384
560,24.0,0.38735,0.510384
560,24.5,0.386109,0.510384
560,25.0,0.384959,0.509686
560,25.5,0.384959,0.509515
560,26.0,0.384959,0.509515
560,26.5,0.384959,0.509515
560,27.0,0.384959,0.509515
560,27.5,0.384632,0.509515
560,28.0,0.384144,0.512505
560,28.5,0.383227,0.510447
560,29.0,0.383176,0.509858
560,29.5,0.383822,0.508778
560,30.0,0.382104,0.493584
560,30.5,0.379291,0.484191
560,31.0,0.379478,0.48441
560,31.5,0.378607,0.487037
560,32.0,0.378822,0.493991
560,32.5,0.370715,0.4926
560,33.0,0.367953,0.491427
560,33.5,0.368598,0.494471
560,34.0,0.368787,0.494948
560,34.5,0.368321,0.4948
560,35.0,0.367539,0.49671
560,35.5,0.366202,0.493572
560,36.0,0.365749,0.487282
560,36.5,0.365541,0.485385
560,37.0,0.363114,0.486253
560,37.5,0.355375,0.485985
560,38.0,0.35446,0.485383
560,38.5,0.354525,0.48734
560,39.0,0.354742,0.48734
560,39.5,0.354742,0.48734
560,40.0,0.354205,0.48734
560,40.5,0.353873,0.486951
560,41.0,0.353873,0.48697
560,41.5,0.353873,0.4863
560,42.0,0.353873,0.48595
560,42.5,0.353873,0.485297
560,43.0,0.353873,0.485694
560,43.5,0.353773,0.491143
560,44.0,0.35344,0.494019
560,44.5,0.353438,0.494362
561,15.0,0.695424,0.659852
561,15.5,0.702906,0.665682
561,16.0,0.703982,0.671736
561,16.5,0.704885,0.6754
561,17.0,0.705634,0.681024
561,17.5,0.707143,0.68368
561,18.0,0.708804,0.684674
561,18.5,0.708345,0.683373
561,19.0,0.709657,0.683462
561,19.5,0.709275,0.68641
561,20.0,0.707078,0.686847
561,20.5,0.70644,0.686847
561,21.0,0.705051,0.686218
561,21.5,0.701401,0.687604
561,22.0,0.702178,0.686526
561,22.5,0.702894,0.687159
561,23.0,0.701118,0.688549
561,23.5,0.701858,0.689331
561,24.0,0.701606,0.682629
561,24.5,0.698207,0.679213
561,25.0,0.696959,0.678152
561,25.5,0.695996,0.682374
561,26.0,0.697259,0.687445
561,26.5,0.69702,0.686063
561,27.0,0.696196,0.686794
561,27.5,0.695048,0.68436
561,28.0,0.696234,0.68317
561,28.5,0.697325,0.687195
561,29.0,0.698562,0.687283
561,29.5,0.700488,0.685311
561,30.0,0.701126,0.68094
561,30.5,0.701371,0.679457
561,31.0,0.701812,0.681525
561,31.5,0.701161,0.681811
561,32.0,0.700002,0.68068
561,32.5,0.702274,0.680326
561,33.0,0.703397,0.683152
561,33.5,0.708549,0.684612
561,34.0,0.711389,0.685531
561,34.5,0.712025,0.686753
561,35.0,0.713897,0.686007
561,35.5,0.714023,0.68551
561,36.0,0.713762,0.686495
561,36.5,0.714646,0.688592
561,37.0,0.717717,0.689891
561,37.5,0.717936,0.686949
561,38.0,0.717216,0.686752
561,38.5,0.713409,0.685979
561,39.0,0.715004,0.6875
561,39.5,0.716434,0.688986
561,40.0,0.717403,0.689783
561,40.5,0.718704,0.689892
561,41.0,0.720656,0.695872
561,41.5,0.720979,0.697782
561,42.0,0.724273,0.698417
561,42.5,0.724473,0.697762
561,43.0,0.723233,0.700264
561,43.5,0.722373,0.700421
561,44.0,0.721973,0.703103
561,44.5,0.724981,0.706387
564,15.0,0.524695,0.488904
564,15.5,0.532178,0.48282
564,16.0,0.529828,0.477598
564,16.5,0.518659,0.474975
564,17.0,0.514014,0.474531
564,17.5,0.516591,0.474631
564,18.0,0.510323,0.47315
564,18.5,0.508139,0.473123
564,19.0,0.510264,0.472629
564,19.5,0.51879,0.474417
564,20.0,0.532515,0.488935
564,20.5,0.527885,0.478031
564,21.0,0.537172,0.473916
564,21.5,0.541529,0.470832
564,22.0,0.544776,0.479269
564,22.5,0.532812,0.482426
564,23.0,0.543991,0.489368
564,23.5,0.540971,0.497163
564,24.0,0.532952,0.493189
564,24.5,0.54354,0.493873
564,25.0,0.54916,0.498332
564,25.5,0.54065,0.497388
564,26.0,0.547646,0.494886
564,26.5,0.54748,0.496209
564,27.0,0.546016,0.495518
564,27.5,0.552418,0.494036
564,28.0,0.553144,0.490677
564,28.5,0.553183,0.489759
564,29.0,0.55265,0.489762
564,29.5,0.556327,0.490228
564,30.0,0.55274,0.489323
564,30.5,0.555539,0.487604
564,31.0,0.548273,0.487149
564,31.5,0.543812,0.487523
564,32.0,0.544959,0.484405
564,32.5,0.545108,0.481351
564,33.0,0.548818,0.478799
564,33.5,0.544604,0.478459
564,34.0,0.541383,0.478047
564,34.5,0.543111,0.478024
564,35.0,0.548705,0.477908
564,35.5,0.537215,0.477455
564,36.0,0.539361,0.479524
564,36.5,0.540381,0.480416
564,37.0,0.534871,0.480321
564,37.5,0.533729,0.48065
564,38.0,0.537946,0.484797
564,38.5,0.542677,0.48584
564,39.0,0.531234,0.481576
564,39.5,0.53677,0.477841
564,40.0,0.542429,0.476442
564,40.5,0.541684,0.476604
564,41.0,0.545848,0.476764
564,41.5,0.539159,0.47694
564,42.0,0.542752,0.479096
564,42.5,0.534783,0.477706
564,43.0,0.535405,0.477908
564,43.5,0.532425,0.480497
564,44.0,0.5309,0.482593
564,44.5,0.529859,0.484305
565,15.0,0.379258,0.322807
565,15.5,0.380376,0.323469
565,16.0,0.38022,0.326214
565,16.5,0.37515,0.323374
565,17.0,0.371973,0.322829
565,17.5,0.36753,0.324659
565,18.0,0.374905,0.326306
565,18.5,0.377163,0.330161
565,19.0,0.375162,0.328638
565,19.5,0.369463,0.325678
565,20.0,0.365545,0.323604
565,20.5,0.360954,0.313799
565,21.0,0.35974,0.311656
565,21.5,0.361149,0.312217
565,22.0,0.365202,0.316211
565,22.5,0.369856,0.317511
565,23.0,0.372748,0.315129
565,23.5,0.376135,0.316069
565,24.0,0.378592,0.319192
565,24.5,0.380676,0.32256
565,25.0,0.379812,0.324144
565,25.5,0.3791,0.316212
565,26.0,0.382925,0.311648
565,26.5,0.381326,0.30528
565,27.0,0.384315,0.310324
565,27.5,0.385145,0.307396
565,28.0,0.381093,0.305859
565,28.5,0.378976,0.303126
565,29.0,0.378788,0.302697
565,29.5,0.373151,0.300909
565,30.0,0.373146,0.301738
565,30.5,0.380717,0.299537
565,31.0,0.374043,0.299202
565,31.5,0.373395,0.299468
565,32.0,0.373829,0.298968
565,32.5,0.372278,0.295499
565,33.0,0.372148,0.293742
565,33.5,0.374301,0.291486
565,34.0,0.375728,0.295374
565,34.5,0.376322,0.297006
565,35.0,0.379156,0.301795
565,35.5,0.381383,0.309501
565,36.0,0.384551,0.314823
565,36.5,0.384391,0.314037
565,37.0,0.382372,0.310603
565,37.5,0.381542,0.30784
565,38.0,0.382841,0.306836
565,38.5,0.381312,0.30726
565,39.0,0.380655,0.304684
565,39.5,0.380024,0.30465
565,40.0,0.370993,0.303229
565,40.5,0.362999,0.301543
565,41.0,0.353525,0.302776
565,41.5,0.351629,0.306504
565,42.0,0.352246,0.309619
565,42.5,0.350511,0.312177
565,43.0,0.349505,0.313585
565,43.5,0.352978,0.316965
565,44.0,0.354022,0.320022
565,44.5,0.356314,0.316988
568,15.0,0.574338,0.317705
568,15.5,0.575768,0.318733
568,16.0,0.567726,0.319815
568,16.5,0.564732,0.321825
568,17.0,0.561826,0.326418
568,17.5,0.562255,0.327871
568,18.0,0.568049,0.332254
568,18.5,0.571247,0.333752
568,19.0,0.571656,0.335458
568,19.5,0.561561,0.332735
568,20.0,0.558112,0.329834
568,20.5,0.550549,0.327983
568,21.0,0.552696,0.331156
568,21.5,0.55945,0.331582
568,22.0,0.567418,0.323096
568,22.5,0.568212,0.325903
568,23.0,0.569551,0.325169
568,23.5,0.572934,0.321421
568,24.0,0.571634,0.324926
568,24.5,0.570705,0.330405
568,25.0,0.5654,0.323813
568,25.5,0.549721,0.321861
568,26.0,0.544556,0.322365
568,26.5,0.546625,0.323126
568,27.0,0.555412,0.326368
568,27.5,0.560412,0.321391
568,28.0,0.569649,0.317495
568,28.5,0.575213,0.319592
568,29.0,0.577488,0.324479
568,29.5,0.57642,0.327547
568,30.0,0.577823,0.326174
568,30.5,0.578693,0.323301
568,31.0,0.575688,0.322664
568,31.5,0.572048,0.324667
568,32.0,0.570594,0.320029
568,32.5,0.571705,0.319418
568,33.0,0.568766,0.31721
568,33.5,0.57285,0.315105
568,34.0,0.585383,0.316538
568,34.5,0.586075,0.310565
568,35.0,0.576293,0.307811
568,35.5,0.569904,0.30522
568,36.0,0.564514,0.308975
568,36.5,0.566117,0.308608
568,37.0,0.574542,0.309825
568,37.5,0.584573,0.309959
568,38.0,0.589969,0.307277
568,38.5,0.591481,0.303164
568,39.0,0.595591,0.301397
568,39.5,0.594268,0.303666
568,40.0,0.595689,0.304062
568,40.5,0.591595,0.301384
568,41.0,0.584001,0.294716
568,41.5,0.589963,0.292321
568,42.0,0.593884,0.299245
568,42.5,0.596788,0.303051
568,43.0,0.598455,0.299667
568,43.5,0.599897,0.29593
568,44.0,0.598468,0.299188
568,44.5,0.598007,0.301211
574,15.0,0.4526,0.606625
574,15.5,0.452753,0.602784
574,16.0,0.453126,0.601201
574,16.5,0.453248,0.594698
574,17.0,0.447713,0.58615
574,17.5,0.447008,0.588953
574,18.0,0.445379,0.59185
574,18.5,0.444858,0.588951
574,19.0,0.448365,0.587502
574,19.5,0.449942,0.586625
574,20.0,0.451245,0.585264
574,20.5,0.451094,0.58585
574,21.0,0.450146,0.592311
574,21.5,0.441386,0.596251
574,22.0,0.440905,0.592777
574,22.5,0.441015,0.593778
574,23.0,0.441015,0.591974
574,23.5,0.443464,0.586081
574,24.0,0.443848,0.584416
574,24.5,0.444285,0.586688
574,25.0,0.443101,0.583807
574,25.5,0.440678,0.583807
574,26.0,0.443421,0.583807
574,26.5,0.441966,0.585395
574,27.0,0.442837,0.585328
574,27.5,0.444795,0.585328
574,28.0,0.443562,0.584024
574,28.5,0.443406,0.583855
574,29.0,0.443156,0.583676
